FID_1,X,Y,ID,Cd,Pb,Cr,SIGLE_PEDO,region_etm,GS
13867,239397.461982,146584.786658,C6X105,,168.653969388,35.35146,aGDBf2,7,15
14118,258126.085446,149624.978127,GC16394,2.44603226156,58.2754417129,21.8941719895,AIa,7,9
14158,244175.789134,145552.731927,GC16583,3.06708115339,70.2895596701,25.6112561589,AIa,7,9
14138,252576.927298,145885.096578,GC16477,2.22755222431,77.7603124322,23.8388090777,AIa,7,9
14074,261798.460905,155954.49517,GC16067,1.65411764705,50.8693903093,25.5861910722,AIa,7,9
14104,260796.458245,150507.871363,GC16217,1.880589229,63.3422349277,25.7108149199,AIa,7,9
14086,273322.052294,156815.351226,GC16158,1.67114543115,56.723071468,21.0772200772,AIa,7,9
14161,240147.368729,149215.378733,GC16592,2.18050295099,101.113258237,23.5490184758,GbBf4,7,15
14094,272090.783985,153845.91901,GC16187,1.61828033219,54.932274206,32.9031344946,Gbbf2,7,15
14126,256507.698389,145621.258616,GC16415,1.92988617887,72.7588352414,26.2463414634,fpAba2_3,7,9
13561,240142,149614,98_ThBailleux,,,36.6405981308,GbBf0_1,7,15
13568,240142,149614,99_ThBailleux,,,37.7158373832,GbBf0_1,7,15
14150,255516.094406,151650.802352,GC16512,1.12892460696,33.5423857121,28.5135365915,GbBf4,7,15
14123,257285.366969,150350.682997,GC16408,2.21064727176,56.5765087544,29.0517086779,Gbax2,7,18
14124,258299.75838,151932.423517,GC16410,2.50607538803,53.3747680891,36.3223281596,Gbax2,7,18
14127,255030.470131,148070.664509,GC16418,2.52754550047,80.6632972955,32.5089085114,GbBf2,7,15
14080,258478.400238,154616.428764,GC16085,1.6507841466,48.7951116948,32.5675154485,Gbax0_1,7,18
14070,252849.577673,156700.843215,GC16055,1.56787407445,32.8520623417,24.1481472068,Gbax0_1,7,18
14151,251971.725149,154881.345681,GC16515,1.42815536232,32.5618988465,22.9531826087,GbBf2,7,15
14155,250892.380877,151294.444825,GC16525,2.44758423404,52.6254197462,19.4318782762,Gbax0_1,7,18
14152,249160.754744,152520.395756,GC16518,2.12575339435,38.4327911543,22.4483048035,Gbax2,7,18
14079,257396.727763,156621.456573,GC16082,1.41392713899,44.6693136789,26.7267562035,Gbax0_1,7,18
13869,239582.333353,145698.276586,C6X107,,918.272785714,57.18168,GbBf2,7,15
13868,239347.588471,146150.281757,C6X106,,,71.1844485981,GbBf2,7,15
13870,239640.206692,145736.424641,C6X108,,,53.0342242991,GbBf4,7,15
14089,271327.950408,156429.159698,GC16167,1.81086611492,56.7230322189,32.0787268826,Gbbf2,7,15
14153,251455.329284,150447.551719,GC16521,2.01516463917,49.9068518933,21.9239008632,Gbax2,7,18
14119,259178.579439,150198.434019,GC16397,1.59024113189,47.6542417643,24.5414629228,GbBf2,7,15
14149,255674.375309,151239.866475,GC16509,1.91567007499,51.950022954,24.3882208589,GbBf2,7,15
13876,239861.176887,143678.990409,C6X114,,,26.0816635514,Gbbfp4,7,16
13880,242439.744338,143579.576087,C6X118,,,36.6792897196,Gbbf4,7,15
14095,272505.562525,154560.520531,GC16190,1.57567332992,52.8884977877,31.4364172219,Gbbf4,7,15
14128,254151.842795,147869.767233,GC16420,2.4420811054,84.4449643686,30.2006416459,Gbbf4,7,15
14064,254473.205003,154092.749537,GC16038,1.81195191819,47.6433291973,22.2301501887,GbBf2,7,15
14140,250112.748539,146892.388842,GC16483,0.4868720491,51.1630990923,28.9385269122,GbBf2,7,15
14169,248012.023898,154222.551153,GC16635,1.52708666137,50.2534935688,28.2371965089,Gbbf4,7,15
14162,246085.334158,145780.93557,GC16595,3.22390189949,117.012613413,26.7914402501,Gbbf4,7,15
14075,262624.726977,160631.724883,GC16071,2.20232645404,86.4404631819,26.224996392,Gbbf4,7,15
13878,241441.963421,143737.029356,C6X116,,112.003071429,25.73838,Gbbf2,7,15
14160,240681.826173,144576.308478,GC16589,3.88981628925,90.5449703405,31.7837348775,Gbbf2,7,15
14109,264618.311111,148354.102523,GC16232,1.39642104911,70.0042002335,26.4796875785,GbBK2,7,17
14066,253414.877334,153777.280456,GC16043,1.52274619764,40.1115738163,29.6144787153,Gbbf4,7,15
14121,255966.439361,153933.897482,GC16403,3.05104605815,71.7391141183,32.8564545589,Gbbf4,7,15
13877,241439.448323,143603.911592,C6X115,,,36.8804859813,Gbbf4,7,15
14139,249114.542115,145690.40916,GC16480,2.4460571292,67.0642868119,27.6014342058,Gbbf4,7,15
14132,256497.470589,146375.210381,GC16432,2.16118946416,66.0764242707,35.1631074922,Gbbfp4,7,16
14122,259680.194604,150008.23088,GC16405,2.79884930591,103.815215499,29.4593075765,Gbbf4,7,15
14133,258682.975148,146117.917334,GC16435,2.01497777777,75.9846938776,31.3073333333,Gbbfp4,7,16
14114,263294.341495,146496.080536,GC16246,3.29447930689,119.951568388,33.9282282282,Gbbfp4,7,16
14105,266186.349456,153156.96066,GC16220,1.5498400984,71.5078319151,31.1291512915,Gbbfp4,7,16
14102,266552.643967,150308.711055,GC16211,2.21889395743,194.656183973,39.4337316541,GbBK2,7,17
14097,270236.314925,151208.430137,GC16196,1.60775262097,45.0601048739,30.4652443397,Gbbfp4,7,16
14110,263581.303036,148634.927417,GC16235,1.57032639933,59.8698312286,27.4447701508,Gbbfp2,7,16
14100,272730.283505,153503.065257,GC16205,1.72032520325,58.5602289696,33.1414634146,Gbbfp4,7,16
14135,260077.361284,148005.622203,GC16439,2.64167988573,179.769466269,34.7675631325,GbBK2,7,17
14130,259601.269618,146967.7117,GC16426,1.77208623549,64.8501878363,26.98039801,Gbbfp2,7,16
14108,268517.446643,150726.983506,GC16229,2.50946152795,150.107762047,49.8467353424,GbBK2,7,17
14113,263788.93432,149420.989151,GC16243,1.90618933969,54.3805708441,28.4563245823,Gbbfp4,7,16
14134,260992.819486,148672.373706,GC16437,1.60143407016,115.726455874,32.259452326,Gbbfp4,7,16
13887,240530.470316,141887.383089,C6X125,,,23.0521121495,Gbbfp4,7,16
13888,240503.606594,141867.183287,C6X126,,167.845744898,29.3733,Gbbfp4,7,16
13875,240232.088979,143666.435336,C6X113,,,27.6912336449,Gbbfp2,7,16
14112,262335.354717,148415.77685,GC16240,2.39471667011,131.48218859,30.4462806511,GbBK2,7,17
14115,263312.966386,146201.96716,GC16248,2.21602313508,81.8945279586,30.6086338455,Gbbfp2,7,16
14067,252148.912379,142275.055492,GC16046,1.28464524765,44.4987091222,22.3318273092,Gbbfp2,7,16
14076,264277.668733,157448.948484,GC16073,2.12493138819,167.548630757,34.4295316284,Gbbfp2,7,16
14143,248990.615448,141970.403205,GC16492,0.41719182597,43.4412632757,20.7008772375,Gbbfp2,7,16
14096,274020.027269,154188.272271,GC16193,1.75126735499,54.7926215059,31.3894233191,Gbbfp4,7,16
14137,251287.138677,143121.068518,GC16474,1.66063173385,61.2190758997,26.3375361329,Gbbfp4,7,16
13886,240187.249672,142326.563797,C6X123,,,33.2473457944,Gbbfp4,7,16
14068,252420.960595,143384.48338,GC16049,1.99489548955,49.3628903707,25.5225522552,Gbbfp4,7,16
14098,273239.77946,154370.417752,GC16199,3.70632611293,145.984223495,31.9493344467,GbBK2,7,17
14093,271915.361698,152522.285438,GC16184,1.4505099942,48.2842682455,31.6423184431,Gbbfp2,7,16
14111,265758.084659,147821.343921,GC16237,1.50630586473,61.9079902971,32.8674563464,Gbbfp2,7,16
14129,256005.900243,146412.594514,GC16423,2.028252263,77.6751228692,25.1390629663,Gbbfp2,7,16
13881,243150.746688,143185.819847,C6X119,46.2050666667,384.13977551,7.95294,Gbbk4,7,17
13883,243189.653726,143173.47044,C6X120,50.5308,,17.4882616822,Gbbk4,7,17
14141,249586.711185,142163.01864,GC16486,0.50953971789,41.5639630016,23.1676503341,Gbbfp4,7,16
14136,247983.459647,142355.425032,GC16471,2.62011969461,49.7757805568,35.0845399845,Gbbfp4,7,16
14069,251513.44789,144366.72888,GC16052,1.94647982249,69.2903487905,29.6323106952,GbBK2,7,17
14144,254639.988179,145823.894657,GC16495,3.39330223111,163.717669587,26.922141293,GbBK2,7,17
14078,263685.880717,157723.74629,GC16078,1.83599906301,156.936086451,28.7664617006,GbBK2,7,17
14092,268422.470534,152071.310691,GC16181,2.7420496338,83.186946152,34.4339491016,GbBK2,7,17
14077,264692.771065,157804.475009,GC16076,2.08182792477,87.6638155012,31.981337993,Gbbfp4,7,16
13947,237463.233639,142160.655422,C6X92,,,37.5421121495,GbBK4,7,17
14090,270255.050841,154132.492427,GC16170,1.30038250307,55.894919123,22.1689959294,GbBK2,7,17
14073,263975.31554,156366.009546,GC16064,2.22387848743,329.014338239,33.8965455408,GbBK2,7,17
14091,269788.714142,156660.442227,GC16173,3.12705826072,145.991145305,39.2965756023,GbBK2,7,17
13879,242489.978374,143519.86703,C6X117,,133.007510204,33.65406,GDBf2,7,15
14103,267427.737801,149174.833021,GC16214,2.20713628319,84.2915116489,32.5337345133,GDbfp2,7,16
14131,257975.182709,147673.383646,GC16429,2.20700429184,79.5292546203,30.1490987124,GDbfp2,7,16
14081,265746.886938,161324.651974,GC16088,1.15530046145,65.4808859303,27.8344636284,Gbbx0_1,7,18
14164,245428.345168,149442.390871,GC16600,1.55044929656,37.4358816695,24.3013262064,Gbbx0_1,7,18
14082,260745.433973,157293.405311,GC16091,1.77133173045,56.5567817991,26.765442797,Gbbx0_1,7,18
14125,257710.522662,151713.745499,GC16413,2.30312444893,58.7260699981,28.1167219737,Gbbx0_1,7,18
14154,248345.926825,154460.92478,GC16523,4.41513323915,68.5952523456,42.2916159205,Gbbx2,7,18
14146,252440.641725,152458.942184,GC16500,0.53302872383,49.0163565032,28.8193767437,Gbbx0_1,7,18
14120,256706.08428,153853.905927,GC16400,2.11349362016,59.4262665521,31.9854634609,GDBf2,7,15
14163,248081.022827,147070.864286,GC16598,1.42275278305,27.7154305522,28.0065254194,GDax0_1,7,18
14159,241676.436595,149588.229591,GC16586,1.87257139017,65.7444907009,25.9086071357,GDaf0_1,7,15
13873,239665.89004,143616.185697,C6X111,29.7626666667,649.312591837,57.86892,H,7,9
14083,258949.536147,155828.652525,GC16093,1.57675767328,43.0763775457,24.3657842832,GDbx0_1,7,18
14148,250679.16084,152179.46702,GC16506,1.60247561039,35.7271191654,20.9698291437,GDbx0_1,7,18
14145,254631.738798,145228.339855,GC16498,2.00555588872,390.170960438,96.6802798601,fpGbb2,7,43
13698,217623,138505,AEPR053SC1,,,30,(x)Aca,6,9
13697,220316,138529,AEPR052SC1,3.97333333333,68.4183673469,32,(x)Aba,6,9
13897,237938.509252,148453.618899,C6X28,,438.441183673,40.30704,(x)Aba,6,9
13665,223278,138729,AECU041SC1,2.10666666667,38.8265306122,27,(x)Ada,6,9
13931,234757.76892,139882.433614,C6X77,,,22.2898878505,(x)Aba,6,9
13695,223377,140488,AEPR038SC1,4.02260206,71.4903390102,40.55841373,(x)Aba,6,9
13894,238445.349154,148640.105534,C6X25,,139.745846939,31.94838,(x)Aca,6,9
13927,236001.064754,139272.276113,C6X73,,101.580734694,21.74742,(x)Aba,6,9
13917,234813.699231,140583.552509,C6X63,,,17.5695140187,(x)ADa,6,9
13918,235436.365542,140828.16059,C6X65,,,19.8910093458,(x)ADa,6,9
13683,223819,139896,AEFO040SC1,4.515569807,,34.6890305794,(x)Ada,6,9
13691,216324,138410,AEPR022SC1,3.57333333333,114.336734694,22,(x)Ada,6,9
13694,222664,140484,AEPR037SC1,,165.357142857,40,A-Gba,6,9
13909,235535.028067,142647.857255,C6X54,,,19.755588785,(x)AIa,6,9
13686,221840,139535,AEPR005SC1,6.64,104.132653061,25,A-Gda,6,9
13919,237039.718547,141698.473486,C6X66,,95.6600204082,26.496,A-GDpc,6,9
13906,235066.287919,144402.573824,C6X51,,116.937,37.76094,A-GFpc,6,9
14049,227875,148067,E/161568,,101,28.1134020619,A-Gcp0,6,9
13913,236644.824715,141707.475612,C6X59,,61.7709795918,24.84,Aba,6,9
13661,218787,140085,AECU028SC1,3.57333333333,104.132653061,28,Aba,6,9
13905,236600.884452,144454.08752,C6X50,,,22.6690654206,Aba,6,9
13902,238203.613562,146432.163734,C6X41,,441.683479592,27.69246,Aba,6,9
13896,238153.700106,148623.111842,C6X27,,171.764693878,17.19342,Aba(b)1,6,9
13895,238173.952024,148506.090704,C6X26,,,37.5846728972,Aba(b)1,6,9
14050,227900,148731,E/161569,,91.9,39.2474226804,Aba1,6,9
14051,227679,148562,E/161570,,62.7,36.5670103093,Aba1,6,9
14053,228694,148706,E/161572,,60.5,29.8659793814,Aba1,6,9
13890,237797.285072,151205.126717,C6X18,,73.9225408163,20.45988,Aba1,6,9
13891,237730.263536,151242.734269,C6X19,,,34.2494579439,Aba1,6,9
13681,222080,141793,AEFO034SC1,,,31.8583794766,Aba1,6,9
13900,234137.211863,149985.540506,C6X4,,,9.49457943925,Aba1,6,9
14052,227198,148048,E/161571,,54.5,34.6082474227,Aba1,6,9
13901,238674.383538,146792.181015,C6X40,,81.1119795918,32.43276,AbB,6,9
13898,234256.938373,150536.767697,C6X3,,,42.4288598131,Abp(c),6,9
13687,222719,138060,AEPR007SC1,2.24,38.8265306122,35,Aca0,6,9
14037,227874,146508,E/1161573,,70.5,35.6391752577,Aca,6,9
13862,235329.357485,150870.291417,C6X10,,126.710877551,32.30442,Abp0,6,9
13893,236623.156774,151782.846619,C6X23,,80.9804081633,35.47152,Abp0,6,9
13677,216160,138656,AEFO023SC1,1.8,,24.1682242991,Aca1,6,9
13872,239796.351096,144613.312746,C6X110,,227.203255102,50.49558,ADa,6,9
13871,235579.613016,151376.720171,C6X11,,113.7135,23.00598,Abp(c),6,9
13944,235343.250324,150459.47948,C6X9,,75.698755102,31.76622,Abp0,6,9
13676,218778,141068,AEFO018SC1,,,32.6847650187,AcB,6,9
13732,210500,132100,BE71797003DE 08/11/1,,32.1,28.6319444444,ADa0,6,9
13667,222038,138249,AECU049SC1,2.50666666667,44.9489795918,34,Aca1,6,9
13664,222733,142717,AECU035SC1,5.70666666667,93.9285714286,20,Ada1,6,9
13669,220224,139099,AEFO001SC1,5.6,,31.6448598131,Acp(c),6,9
13911,235684.690507,141645.347995,C6X57,,,22.1699439252,ADa,6,9
13912,235672.251914,141689.768005,C6X58,,50.1269081633,17.6571,ADa,6,9
13930,234695.504888,139741.563523,C6X76,,41.3868061224,24.26868,ADa,6,9
13680,217429,139530,AEFO032SC1,2.04010118,,41.3697141869,Aca1,6,9
13899,237856.466783,146620.24443,C6X38,,541.856326531,34.76772,ADa,6,9
13914,236630.502413,141758.121459,C6X60,,,30.0552897196,ADa,6,9
13696,224437,138851,AEPR043SC1,2.24,38.8265306122,35,Ada1,6,9
13910,234514.524624,141218.829915,C6X55,,,19.2332523364,ADa,6,9
13908,235442.497756,142731.525886,C6X53,,57.4479183673,17.03196,ADa,6,9
13936,237607.736564,138444.60286,C6X82,,36.7160204082,22.62924,ADa,6,9
13943,238067.00126,140325.697655,C6X89,,53.6323469388,22.67892,ADa,6,9
13863,238618.716177,143761.39873,C6X100,,,47.7373457944,ADa,6,9
13864,238703.584546,143610.995401,C6X101,,134.351418367,25.40304,ADa,6,9
13940,238923.106339,139227.434311,C6X86,,49.600622449,18.93636,ADa,6,9
13666,223858,137837,AECU042SC1,1.84,35.7653061224,31,Ada0,6,9
13659,218340,141442,AECU016SC1,2.77333333333,72.5,25,Ada1,6,9
13945,238486.558288,141512.556151,C6X90,,211.405285714,32.46174,aGDBr2,6,10
13932,235256.300001,138445.124869,C6X78,,41.8942959184,29.15388,aGDBr2,6,10
13682,224464,139670,AEFO039SC1,4.3,,27.9065420561,aGbBr2,6,10
13921,237161.012247,140533.043016,C6X68,,,18.2853084112,aGbBr2,6,10
13922,237158.135683,140497.524308,C6X69,,72.935755102,18.71694,aGbBr2,6,10
13942,237811.851336,140197.651391,C6X88,,,23.0521121495,aGIxr2,6,10
13882,236263.907352,150052.287133,C6X12,,,45.5435327103,G-I,6,9
13923,235888.275635,149784.15684,C6X7,,,46.1393831776,G-I,6,9
13663,217361,138962,AECU030SC1,5.04,104.132653061,40,fuAba2_3,6,9
13892,236341.260317,151137.149059,C6X21,,116.861816327,26.91,Gbax2,6,12
13693,216657,139527,AEPR031SC1,2.50666666667,59.2346938776,21,fuAda2_3,6,9
13662,218076,139214,AECU029SC1,,68.4183673469,26,GbBf2,6,13
14061,218535,139331,FL3A_1,8.65,,20.8971962617,GbBf2,6,13
14054,228222,145937,E/161574,,67.5,40.175257732,GbBf2,6,13
13889,236377.909868,150105.745539,C6X13,,26.4816428571,37.7775,GbBf2,6,13
13678,215466,138211,AEFO025SC1,,,25.1028037383,GbBf4,6,13
13904,236633.991672,145117.408762,C6X48,,,29.6374205607,Gbbf2,6,13
13866,238502.974018,145865.162285,C6X104,,417.267581633,42.78276,Gbbf4,6,13
13690,216022,137648,AEPR020SC1,,44.9489795918,30,GbBfp2,6,14
13670,221676,138744,AEFO008SC1,,,19.4953271028,GbBr2,6,10
13671,221154,137951,AEFO009SC1,2.7,,23.2336448598,GbBr2,6,10
13672,220604,137975,AEFO010SC1,,,30.0385843551,GbBr2,6,10
13920,237045.851454,141645.476353,C6X67,21.6546,,38.3971962617,Gbbk4,6,11
13933,235382.885593,138488.034592,C6X79,,,25.2459252336,GbBr2,6,10
13928,236691.926183,139358.246502,C6X74,,,32.655364486,Gbbk4,6,11
13948,236479.107071,143708.733712,C6X94,,,25.2730093458,Gbbk4,6,11
13929,236687.904152,139418.390509,C6X75,,33.7838571429,31.89456,GbBKf2,6,11
13907,235080.449583,144325.546066,C6X52,,,52.0901495327,Gbbr2,6,10
13925,236619.277825,140262.560188,C6X71,,73.3868571429,27.81666,GbBt2,6,12
13937,237686.689898,138515.871189,C6X83,,,27.3584859813,Gbbr2,6,10
13673,217615,136059,AEFO013SC1,2.8,,23.2336448598,GbBr2,6,10
13949,237448.271276,143847.880256,C6X95,,1149.97007143,37.39662,Gbbr2,6,10
13950,237439.645772,143794.813316,C6X96,,,36.9075700935,Gbbr2,6,10
13689,218705,136863,AEPR012SC1,3.17333333333,75.5612244898,27,GbBr4,6,10
13674,219799,137688,AEFO015SC1,3.4,,36.0062305327,GbBr4,6,10
13684,223146,139733,AEFO048SC1,6.7,,26.9719626168,GbBr4,6,10
13903,239094.126061,145309.919603,C6X43,,189.517438776,46.72404,Gbbt2,6,12
13660,215341,139216,AECU024SC1,1.57333333333,81.6836734694,26,Gbbr6,6,10
13924,236565.303322,140367.207177,C6X70,,,30.0978504673,GbBt4,6,12
14060,211557,139910,E/161580,,31.1,23.8865979381,Gbbt6,6,12
13916,236364.068441,142225.337242,C6X62,,,34.0018317757,H,6,9
13926,235890.203729,139156.734301,C6X72,,,38.865364486,H,6,9
13934,236234.854556,138824.230134,C6X80,,,33.1854392523,H,6,9
13675,217167,139977,AEFO017SC1,1.731011868,,23.2608713458,GDxt2,6,12
13657,219188,138888,AECU002SC1,5.57333333333,104.132653061,34,GdBt2,6,12
13938,237671.29731,139452.463354,C6X84,,,33.8431962617,kuGbBr2,6,10
13939,237546.533711,139495.941018,C6X85,,92.633877551,44.01234,kuGbBr2,6,10
13951,237062.343585,145051.964226,C6X98,,,57.0658878505,R,6,9
13941,238531.594877,139118.574755,C6X87,,,16.7802056075,uAIa2,6,9
13692,215909,136432,AEPR026SC1,2.10666666667,71.4795918367,27,(t)Abpy,6,43
13658,220798,139400,AECU004SC1,7.57333333333,155.153061224,24,(x)Ada,6,43
13935,236289.33057,138592.708937,C6X81,,59.0737653061,31.39776,A-Gbp1(1),6,43
13688,218072,136979,AEPR011SC1,3.49883623067,139.621331327,41.47281711,A-Gba,6,43
13915,236397.997492,142264.877926,C6X61,,151.12677551,32.66046,A-GDpc,6,43
13668,221189,139916,AECU051SC1,14.3733333333,175.56122449,24,Abpy,6,43
13685,219123,137992,AEPR003SC1,3.84,78.6224489796,38,AFp,6,43
13679,218349,140386,AEFO027SC1,4.5,,25.1028037383,GbBf2,6,43
13865,239158.717395,144216.532604,C6X102,,,77.9902990654,H,6,43
13699,216492,137164,AEPR054SC1,,124.540816327,22,NC,6,43
14040,224557,149606,E/161453,,16.8,5.84536082474,Aba1,2,4
14042,224055,149234,E/161455,,35,29.8659793814,Aba1,2,4
14059,224244,149861,E/161579,,36.6,33.5773195876,Aba1,2,4
14057,219502,149616,E/161577,,46,30.4845360825,Aba1,2,4
14058,219651,149522,E/161578,,76.6,25.6391752577,Aba1,2,4
14048,226557,150202,E/161567,,61.5,28.2164948454,Aba1,2,4
13566,234378,156789,99/007/S/ML/02/1,,21.3333333333,19.9696969697,Aba1,2,4
14047,226737,150443,E/161566,,40.4,34.8144329897,Aba1,2,4
14043,223528,150576,E/161456,,35.6,39.3505154639,Aba1,2,4
14044,223964,150166,E/161457,,37.5,34.0927835052,Aba1,2,4
14055,227685,150094,E/161575,,132,35.3298969072,Aba1,2,4
14038,224217,149698,E/161451,,24.4,7.90721649484,Abp(c),2,4
14039,224100,149652,E/161452,,12.6,7.18556701031,Abp(c),2,4
14046,224923,149551,E/161459,,38.7,38.8350515464,AbB,2,4
14056,227986,149878,E/161576,,81.7,31.5154639175,Abp0_1,2,4
14045,225061,149365,E/161458,,44.3,27.8041237113,Abp0_1,2,4
14041,224317,149109,E/161454,,12.4,4.60824742268,Abp0_1,2,4
13547,228061,133795,975,0.7,,,(x)Aba,8,9
13552,227860,133268,977,0.65,,,(x)Aba,8,9
13557,227618,133001,979,0.78,,,(x)Aba,8,9
13550,226780,133844,976,0.64,,,A-GbB,8,9
13544,227965,134242,974,0.62,,,ADa1,8,9
13656,214000,124000,absent4,0.62637362637,29.3,68.5494505495,Gbax2,8,19
14325,271500,113500,IF108,,,36.1875,fGbb2,13,28
14657,249500,107500,IF429,0.64,,38.2708333333,Gbbfi2,13,28
14217,273500,113500,IF040,,,39.5520833333,Gbbfi2(r),13,28
14536,271500,123500,IF171,,,39.3125,Gbbr2,13,28
14218,277500,133500,IF041,,,18.3229166667,Gdbr2,13,28
14402,278500,135500,IF1205,0.25,,33.4791666667,Ghxr2,13,28
14441,270500,149500,IF1248,0.25,,30.1458333333,aGix2,9,25
14545,243500,127500,IF206,,,28.8958333333,aGDb2,9,25
14531,255500,133500,IF166,,,41.3958333333,Gbbf2,9,25
14344,246500,125500,IF1098,0.25,,35.6666666667,Gbbfi2(r),9,25
14444,254500,139500,IF1250,0.25,,30.7708333333,Gbbr2,9,25
14305,248500,139500,IF1052,0.25,,39.3125,Gbbr2,9,25
14646,245500,127500,IF418,0.14,,43.4791666667,Gbbr3,9,25
14401,266500,145500,IF1204,0.25,,25.1458333333,Gbbr2,9,25
14255,241500,123500,IF078,,,27.8333333333,Gbbr0_1,9,25
14546,259500,137500,IF208,,,30.9791666667,Gbbr2,9,25
14542,271500,147500,IF201,,,33.0625,Gbbrb4,9,25
14645,249500,137500,IF417,0.24,,28.8958333333,Gbbr2,9,25
14442,250500,139500,IF1249,0.25,,31.5,Gbbr2,9,25
14212,265500,143500,IF035,,,30.875,Gbbr2,9,25
14389,250500,135500,IF1183,0.25,,24.4166666667,Gbbr4,9,25
14387,254500,135500,IF1181,0.25,,20.25,Gbbr4,9,25
14403,266500,155500,IF1206,0.25,,22.125,AIa,7,9
14210,269500,153500,IF033,,,10.5104166667,G-LDa0_1,7,9
14438,266500,159500,IF1245,0.25,,24.7291666667,G-Lba0_1,7,9
14628,269500,157500,IF400,,,25.7708333333,G-Lba0_1,7,9
14170,249173.698251,149067.142126,GC16638,1.93269474592,51.828987395,22.4663945036,Gbax0_1,7,18
14171,249887.463222,157621.245838,GC16641,1.27782028272,43.8529290492,22.1327726783,Gbax2,7,18
14179,240510.982137,145862.761022,GC16786,3.25843486427,97.4789799714,23.3597062226,Gbax2,7,18
14174,260671.731297,159738.152321,GC16695,0.91948074131,47.6824865227,26.5728926467,GbBf2,7,15
14178,245259.494327,151157.215982,GC16783,1.21958209356,40.6006277139,24.6359876948,Gbbf4,7,15
14173,246168.872778,141999.788374,GC16692,3.07677581864,181.377440864,36.314645556,Gbbfp2,7,16
14175,265248.57115,157465.941013,GC16697,1.10598404748,50.9435510432,29.1411240957,Gbbfp2,7,16
14172,262159.496326,148323.277535,GC16689,2.74203693128,184.062171206,48.6349099216,Gbbk4,7,17
14176,267477.325551,153992.780269,GC16700,1.40486867552,102.986388829,30.4032940296,GbBK2,7,17
14180,246694.871152,151648.644025,GC16789,2.39398258116,88.7377364539,26.3247273256,Gbbx0_1,7,18
14181,249314.005333,150496.164978,GC16791,1.92435707424,49.5091517463,20.1234870317,GDbx0_1,7,18
14177,262551.410482,161812.329632,GC16703,1.25081757159,57.040772108,22.7523120061,GDbx0_1,7,18
14639,209500,137500,IF411,0.87,,32.0208333333,Aba0,6,9
14513,203500,133500,IF148,,,29.9375,Aba0,6,9
14304,232500,139500,IF1051,0.25,,29.9375,Ada,6,9
14494,198500,139500,IF1326,1.149,,48.375,Afp,6,9
14437,230500,139500,IF1244,0.25,,28.375,Aha,6,9
14302,224500,139500,IF1049,0.88,,42.4375,aGbBr2,6,10
14642,229500,137500,IF414,0.11,,27.8541666667,Aia,6,9
14640,221500,137500,IF412,0.26,,26.8125,GbBr2,6,10
14586,219500,137500,IF281,2.3,,35.1458333333,GbBr4,6,10
14445,234500,139500,IF1251,0.25,,23.7916666667,Gbbr2,6,10
14557,267500,107500,IF231,,,45.5625,aGbbfi2,16,31
14219,285500,133500,IF042,,,39.2916666667,Gbbfi2,16,31
14534,283500,133500,IF169,,,44.5208333333,Gbbfi2,16,31
14535,287500,133500,IF170,,,36.1875,Gbbfi0_1,16,31
14434,282500,119500,IF1241,0.25,,48.2708333333,Gbbfi2,16,31
14384,282500,125500,IF1179,0.25,,37.75,Gbbfi2,16,31
14549,291500,127500,IF216,,,34.1041666667,aGixr2,17,32
14633,289500,127500,IF405,,,38.2708333333,fGbbr2,17,32
14343,282500,115500,IF1096,0.25,,31.0833333333,fGbbr2,17,32
14558,275500,97500,IF233a,,,44.5208333333,fGbbr3,17,32
14216,281500,113500,IF039,,,38.53125,Gbbfi3,17,32
14306,280500,109500,IF1053,0.25,,35.1458333333,Gbbfi2(r),17,32
14636,273500,97500,IF408,,,29.9375,Gbbr0_1,17,32
14394,290500,125500,IF1198,0.25,,23.5833333333,Gbbr2,17,32
14537,291500,123500,IF172,,,26.8125,Gbbr3,17,32
14439,274500,99500,IF1246,0.25,,49.7291666667,S,17,32
14637,229500,157500,IF409,0.99,,28.8958333333,GbBx,2,5
14641,221500,127500,IF413,0.62,,35.1458333333,A-Gbp,8,9
14493,211500,123500,IF132,,,27.8541666667,A-Gbp1,8,9
14340,238500,135500,IF1093,0.644,,28.6875,A-Gbp1,8,9
14643,233500,137500,IF415,0.52,,35.1458333333,ADa0,8,9
14544,243500,137500,IF204,1.1,,38.2708333333,Gbbf4,8,13
14644,245500,137500,IF416,0.47,,37.2291666667,GbBfp4,8,14
14532,227500,123500,IF167,,,40.3541666667,GbBK2,8,19
14339,230500,135500,IF1092,1.32,,32.9583333333,Gbbk4,8,19
14429,242500,119500,IF1237,0.25,,33.1666666667,Gbb0_1,12,25
14342,238500,125500,IF1095,0.25,,27.75,Gbbr4b,12,25
14397,274500,145500,IF1200,0.25,,21.6041666667,aGix2,14,29
14276,251500,123500,IF102,,,25.7708333333,fGbbr3,14,29
14320,267500,113500,IF107,,,26.8125,Gbbfi0_1,14,29
14547,259500,127500,IF210,0.69,,29.9375,Gbbf2(q),14,29
14548,263500,127500,IF214,,,28.8958333333,Gbbf2(q),14,29
14550,247500,117500,IF218,0.53,,35.1458333333,Gbbfi2,14,29
14352,262500,115500,IF1105,0.25,,29.2083333333,Gbbfi2,14,29
14555,271500,117500,IF228,,,28.8958333333,Gbbfi2(r),14,29
